duracion_estadia,gasto_total_pesos,motivo,alojamiento
5.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,500.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2.5,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
30.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,30000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
15.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
9.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,450000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,10000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
40.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,650000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,150.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,30000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,250000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
5.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
7.0,45000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,50000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
4.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
0.0,200000.0,b. Visita a familiares y amigos,f. Otro
2.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,30000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,400.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
60.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,200000.0,b. Visita a familiares y amigos,a. Hotel 
1.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,50000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
45.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,120000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
21.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,5000000.0,g. Negocios y motivos profesionales,a. Hotel 
15.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
14.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,30000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,70000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,6000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,10000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,650000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
3.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1500000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
1.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,100000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
39.0,4000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,600000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,200000.0,h. Trabajo remunerado en otra ciudad,b. Hostal
5.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,3500003.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,70000.0,e. Religión/Peregrinaciones,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
11.0,100000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,0.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,150000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,120000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,1200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,"d. Salud , Bienestar y atención médica",a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,320000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,g. Negocios y motivos profesionales,b. Hostal
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
5.0,150.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
25.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,20000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
4.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,700000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,450000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
15.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,600000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,60000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
21.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,650000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
4.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
5.0,1200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,700000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
8.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,260000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,i. Otro.,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,200000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
6.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,450000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,f. Otro
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,50000.0,b. Visita a familiares y amigos,c. Apartahotel
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,50000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,60000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,a. Hotel 
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1200000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
10.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,50000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
